,precipitation,potential_evapotranspiration,river_discharge
2025-09-13,2.0,1.47,0.277
2025-09-14,13.69,1.23,0.782
2025-09-15,0.21,1.47,0.324
2025-09-16,0.06,1.1,0.078
2025-09-17,0.0,0.79,0.03
2025-09-18,0.07,0.0,0.046
2025-09-19,5.16,1.357248440285205,0.071
2025-09-20,1.67,1.298114081996435,0.289
2025-09-21,0.03,1.47,0.076
2025-09-22,0.0,1.82,0.097
2025-09-23,0.0,1.84,0.085
2025-09-24,0.0,1.41,0.054
2025-09-25,0.0,0.94,0.038
2025-09-26,0.0,1.29,0.075
2025-09-27,0.06,1.35,0.057
2025-09-28,0.0,0.99,0.159
2025-09-29,0.0,1.21,0.043
2025-09-30,0.0,1.28,0.062
2025-10-01,0.0,1.35,0.053
2025-10-02,4.19,0.8,0.103
2025-10-03,9.34,1.09,1.14
2025-10-04,0.17,0.76,0.175
2025-10-05,0.0,0.79,0.07
2025-10-06,0.0,0.46,0.092
2025-10-07,0.1,0.63,0.099
2025-10-08,0.0,0.63,0.09
2025-10-09,0.0,0.6,0.088
2025-10-10,0.0,0.63,0.09
2025-10-11,0.0,0.96,0.098
2025-10-12,0.46,0.59,0.101
2025-10-13,0.0,0.6,0.107
2025-10-14,0.18,0.5,0.107
2025-10-15,0.0,0.55,0.107
2025-10-16,0.0,0.6,0.116
2025-10-17,0.0,0.87,0.112
2025-10-18,1.13,0.68,0.128
2025-10-19,3.74,0.31,0.29
2025-10-20,19.79,0.47,1.22
2025-10-21,6.14,0.54,0.184
2025-10-22,14.98,0.11,1.63
2025-10-23,2.04,0.11,0.737
2025-10-24,11.34,0.26,0.906
2025-10-25,2.89,0.49,0.691
2025-10-26,8.05,0.15,0.959
2025-10-27,0.34,0.33,0.45
2025-10-28,5.1,0.27,0.306
2025-10-29,0.39,0.22,0.576
2025-10-30,0.09,0.54,0.254
2025-10-31,3.62,0.07,0.387
2025-11-01,0.0,0.1,0.275
2025-11-02,0.0,0.46,0.222
2025-11-03,0.0,0.89,0.206
2025-11-04,0.0,1.06,0.185
2025-11-05,0.0,0.41,0.203
2025-11-06,0.03,0.45,0.19
2025-11-07,0.0,0.21,0.177
2025-11-08,0.0,0.2,0.18
2025-11-09,2.18,0.44,0.185
2025-11-10,0.0,0.21,0.254
2025-11-11,0.0,0.49,0.2
2025-11-12,0.29,0.16,0.199
2025-11-13,0.56,0.2,0.197
2025-11-14,0.51,0.28,0.204
2025-11-15,2.9,0.1,0.35
2025-11-16,0.8,0.17,0.288
2025-11-17,1.42,0.23,0.24
2025-11-18,6.11,0.14,0.575
2025-11-19,11.44,0.01,1.44
2025-11-20,0.31,0.21573217468805703,0.676
2025-11-21,0.08,0.21042134581105165,0.405
2025-11-22,3.57,0.20475623885918004,0.501
2025-11-23,16.49,0.1927776292335116,1.56
2025-11-24,2.1,0.0,2.06
2025-11-25,0.03,0.24,0.683
2025-11-26,0.97,0.23,0.574
2025-11-27,0.6,0.03,0.518
2025-11-28,2.54,0.17,0.517
2025-11-29,0.0,0.15819585561497326,0.627
2025-11-30,0.03,0.14466644385026736,0.419
2025-12-01,0.0,0.14111363636363636,0.387
2025-12-02,0.0,0.13995855614973263,0.346
2025-12-03,0.51,0.13727139037433156,0.354
2025-12-04,0.98,0.1358409090909091,0.349
2025-12-05,6.72,0.1395340909090909,0.844
2025-12-06,3.83,0.13294318181818185,0.922
2025-12-07,6.15,0.12675,1.14
2025-12-08,0.0,0.12120454545454545,1.58
2025-12-09,0.0,0.1230957792207792,0.724
2025-12-10,0.0,0.11769805194805195,0.558
2025-12-11,0.08,0.11445941558441558,0.503
2025-12-12,0.0,0.11184577922077922,0.436
2025-12-13,0.07,0.11115259740259739,0.422
2025-12-14,0.0,0.11137987012987013,0.416
2025-12-15,0.84,0.11089285714285714,0.384
2025-12-16,0.0,0.10996753246753245,0.365
2025-12-17,0.91,0.11172889610389608,0.341
2025-12-18,5.42,0.11602033995416348,0.779
2025-12-19,1.87,0.11807916348357525,0.492
2025-12-20,0.06,0.11141520244461421,0.598
2025-12-21,0.0,0.11516520244461419,0.472
2025-12-22,0.0,0.11717389228418638,0.421
2025-12-23,0.0,0.37,0.375
2025-12-24,0.0,0.67,0.343
2025-12-25,0.0,0.06,0.336
2025-12-26,0.0,0.47,0.307
2025-12-27,0.0,0.42,0.323
2025-12-28,0.14,0.26,0.342
2025-12-29,0.04,0.18,0.316
2025-12-30,0.3,0.31,0.326
2025-12-31,0.35,0.25,0.352
